,lamb=1,lamb=2,lamb=3,lamb=4
0,46.9701895715009,70.2726627394333,80.0123409804087,85.0005837001736
1,47.1034957248347,70.2861605945902,80.0133661147953,85.0006529126705
2,47.2378308300933,70.3002236528577,80.0144703752092,85.0007299943039
3,47.3731114875586,70.3148656935191,80.0156590662329,85.0008157818086
4,47.5092474616854,70.3300997095365,80.0169377330175,85.0009111905216
5,47.6461413135159,70.3459377336465,80.0183121532110,85.0010172197823
6,47.7836880160279,70.3623906442153,80.0197883245278,85.0011349582735
7,47.9217745516841,70.3794679488902,80.0213724471313,85.0012655891779
8,48.0602794914163,70.3971775439058,80.0230708998777,85.0014103949875
9,48.1990725542495,70.4155254467204,80.0248902093225,85.0015707617627
10,48.3380141467362,70.4345154994448,80.0268370102322,85.0017481825857
11,48.4769548813389,70.4541490403119,80.0289179961558,85.0019442598928
12,48.6157350728627,70.4744245401854,80.0311398584025,85.0021607062936
13,48.7541842120023,70.4953372008529,80.0335092115337,85.0023993434008
14,48.8921204150327,70.5168785115582,80.0360325032078,85.0026620980834
15,49.0293498486289,70.5390357599268,80.0387159059104,85.0029509954346
16,49.1656661287619,70.5617914931024,80.0415651877568,85.0032681475918
17,49.3008496925752,70.5851229245545,80.0445855591628,85.0036157373697
18,49.4346671420989,70.6090012816275,80.0477814917361,85.0039959954530
19,49.5668705586154,70.6333910884796,80.0511565052425,85.0044111696461
20,49.6971967864405,70.6582493786047,80.0547129179333,85.0048634843763
21,49.8253666848347,70.6835248306351,80.0584515548848,85.0053550882974
22,49.9510843467067,70.7091568205911,80.0623714082793,85.0058879874210
23,50.0740362827168,70.7350743831634,80.0664692427444,85.0064639607155
24,50.1938905693347,70.7611950739902,80.0707391379525,85.0070844545295
25,50.3102959593419,70.7874237242165,80.0751719596489,85.0077504515183
26,50.4228809532147,70.8136510778878,80.0797547491124,85.0084623089452
27,50.5312528297564,70.8397523019468,80.0844700197434,85.0092195602914
28,50.6349966342830,70.8655853577389,80.0892949479970,85.0100206729938
29,50.7336741225990,70.8909892220178,80.0942004442184,85.0108627538347
30,50.8268226589290,70.9157819444367,80.0991500870667,85.0117411919766
31,50.9139540658961,70.9397585274358,80.1040989031132,85.0126492278500
32,50.9945534245636,70.9626886132716,80.1089919708336,85.0135774340028
33,51.0680778224750,70.9843139616713,80.1137628255541,85.0145130915698
34,51.1339550475463,71.0043457002378,80.1183316389275,85.0154394431468
35,51.1915822255786,71.0224613282603,80.1226031431540,85.0163347994967
36,51.2403243990679,71.0383014529971,80.1264642663932,85.0171714735927
37,51.2795130449006,71.0514662357858,80.1297814415797,85.0179145109143
38,51.3084445284222,71.0615115234818,80.1323975460983,85.0185201795634
39,51.3263784912695,71.0679446387304,80.1341284244414,85.0189341775134
40,51.3325361702537,71.0702198004176,80.1347589399817,85.0190895070201
